"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"1","NFL $400K Sunday Night Special$400K Sunday Night Special (9/27/2015 8:30:00 PM)","9/27/2015 8:30:00 PM","$3.00","153,334","$400,000$400k","$8,096.15",180.72,224.22,"maxdalury"
"2","NFL $150K Gridiron$150K Gridiron (9/27/2015 8:30:00 PM)","9/27/2015 8:30:00 PM","$27.00","6,337","$150,000$150k","$20,000.00",182.5,223.42,"maxdalury"
"3","NFL $60K Slant$60K Slant (9/27/2015 8:30:00 PM)","9/27/2015 8:30:00 PM","$9.00","7,656","$60,000$60k","$5,000.00",181.82,224.22,"pbhart"
"4","NFL $40K Blitz$40K Blitz (9/27/2015 8:30:00 PM)","9/27/2015 8:30:00 PM","$300.00","148","$40,000$40k","$10,000.00",184.72,214.22,"lembaba"
"5","NFL $40K Hot Route$40K Hot Route (9/27/2015 8:30:00 PM)","9/27/2015 8:30:00 PM","$100.00","444","$40,000$40k","$7,000.00",182.12,219.72,"maxdalury"
"6","NFL $25K Game Changer$25K Game Changer (9/27/2015 8:30:00 PM)","9/27/2015 8:30:00 PM","$1,060.00","25","$25,000$25k","$10,000.00",197.22,214.22,"jeffrey141"
"7","NFL $100K Play-Action$100K Play-Action (9/27/2015 4:05:00 PM)","9/27/2015 4:05:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",147.74,213.54,"lolo86"
"8","NFL $75K Gridiron$75K Gridiron (9/27/2015 4:05:00 PM)","9/27/2015 4:05:00 PM","$27.00","3,168","$75,000$75k","$10,000.00",146.68,207.64,"mjc67"
"9","NFL $60K Play-Action$60K Play-Action (9/27/2015 4:05:00 PM)","9/27/2015 4:05:00 PM","$3.00","22,988","$60,000$60k","$1,333.33",183.34,259.12,"chief_justice"
"10","NFL $40K Gridiron$40K Gridiron (9/27/2015 4:05:00 PM)","9/27/2015 4:05:00 PM","$27.00","1,690","$40,000$40k","$5,000.00",183.32,238.72,"coachwright"
"11","NFL $7M Millionaire Maker$7M Millionaire Maker (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$20.00","400,750","$7,000,000$7kk","$1,200,000.00",184.72,301,"Hoothead"
"12","NFL $1M Play-Action$1M Play-Action (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$3.00","383,333","$1,000,000$1kk","$100,000.00",180.58,296.7,"KillerKowalski"
"13","NFL $800K Blitz$800K Blitz (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$300.00","2,960","$800,000$800k","$125,000.00",193.6,282.3,"youdacao"
"14","NFL $600K Slant$600K Slant (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$9.00","76,664","$600,000$600k","$50,000.00",184.5,283,"melodicmarc"
"15","NFL MASSIVE $5 Double UpMASSIVE $5 Double Up (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$5.00","68,100","$300,000$300k","$10.00",168,279.98,"txaggie_95"
"16","NFL $250K Game Changer$250K Game Changer (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$1,060.00","250","$250,000$250k","$50,000.00",193,257.58,"maxdalury"
"17","NFL $225K Hot Route$225K Hot Route (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$100.00","2,498","$225,000$225k","$30,000.00",191.14,266.22,"PetrGibbons"
"18","NFL $200K Flea Flicker$200K Flea Flicker (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$5.00","46,000","$200,000$200k","$20,000.00",185.02,277.7,"FlavorFlav"
"19","NFL $150K Hail Mary$150K Hail Mary (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$12.00","14,325","$150,000$150k","$20,000.00",187.6,282.3,"youdacao"
"20","NFL $150K Thunderdome$150K Thunderdome (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$5,300.00","30","$150,000$150k","$50,000.00",193,252.74,"qwik-6"
"21","NFL $100K Play-Action$100K Play-Action (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",172.52,296.12,"jrock328"
"22","NFL $100K Play-Action$100K Play-Action (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",184.82,276.7,"FoxTangWhisk99"
"23","NFL $100K Huddle$100K Huddle (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$5.00","23,000","$100,000$100k","$10,000.00",184.6,284.02,"elrambo08"
"24","NFL $100K Super Booster$100K Super Booster (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$27.00","4,200","$100,000$100k","$1,000.00",224.14,262.32,"timmonsk17"
"25","NFL $100K First Down$100K First Down (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$1.00","115,000","$100,000$100k","$6,000.00",183.42,300.68,"guitarlix"
"26","NFL $100K Pylon$100K Pylon (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",183.46,295.32,"runj"
"27","NFL $50K Daily Dollar$50K Daily Dollar (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$1.00","57,500","$50,000$50k","$3,000.00",182.58,279.98,"dr_joee"
"28","NFL $50K Gridiron$50K Gridiron (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",178.32,267.92,"pkaji"
"29","NFL $50K Safety$50K Safety (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",185.28,279.98,"dr_joee"
"30","NFL $50K Blind Side$50K Blind Side (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",189.02,262.1,"vintroverted"
"31","NFL $50K Play-Action$50K Play-Action (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$3.00","19,166","$50,000$50k","$4,000.00",175.94,280.02,"goldenbuckeye77"
"32","NFL $40K Button Hook$40K Button Hook (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$9.00","5,111","$40,000$40k","$4,000.00",184.9,278.02,"dan3103"
"33","NFL BIG $2 BoosterBIG $2 Booster (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$2.00","23,000","$40,000$40k","$20.00",199.94,285.32,"antler1"
"34","NFL $40K Quarter Arcade$40K Quarter Arcade (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$0.25","188,000","$40,000$40k","$1,500.00",181.24,289.82,"ncsuwhitebread"
"35","NFL $40K Spy$40K Spy (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",190.42,280.32,"jensjaguars"
"36","NFL $40K Hitch & Go$40K Hitch & Go (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$7.00","6,571","$40,000$40k","$3,000.00",188.8,283,"melodicmarc"
"37","NFL $40K Red Zone$40K Red Zone (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$50.00","889","$40,000$40k","$2,000.00",190.14,257.58,"maxdalury"
"38","NFL $40K Playmaker$40K Playmaker (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$530.00","80","$40,000$40k","$10,000.00",195.38,257.58,"maxdalury"
"39","NFL $40K Chop Block$40K Chop Block (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$50.00","889","$40,000$40k","$4,000.00",191.3,257.58,"maxdalury"
"40","NFL $30K Touchdown$30K Touchdown (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$200.00","166","$30,000$30k","$5,000.00",193.32,257.58,"maxdalury"
"41","NFL BIG $10 BoosterBIG $10 Booster (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$10.00","3,400","$30,000$30k","$100.00",199.84,248.72,"Giggity123"
"42","NFL $25K Gridiron$25K Gridiron (9/27/2015 1:00:00 PM)","9/27/2015 1:00:00 PM","$27.00","1,056","$25,000$25k","$3,500.00",182.7,245.4,"huskers22"
"43","NFL $1M Kickoff Million$1M Kickoff Million (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$3.00","383,333","$1,000,000$1kk","$100,000.00",174.58,293.5,"mboyce1123"
"44","NFL $400K Gridiron$400K Gridiron (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$27.00","16,900","$400,000$400k","$100,000.00",179.84,276.42,"Tommy0981"
"45","NFL $150K Slant$150K Slant (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$9.00","19,167","$150,000$150k","$15,000.00",178.62,274.22,"wally1278"
"46","NFL $125K Blitz$125K Blitz (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$300.00","463","$125,000$125k","$20,000.00",189.1,257.58,"maxdalury"
"47","NFL MASSIVE $5 Double UpMASSIVE $5 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$5.00","17,025","$75,000$75k","$10.00",168.22,272.72,"siryoyo"
"48","NFL GIANT $25 Double UpGIANT $25 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$25.00","3,394","$75,000$75k","$50.00",167.92,271.72,"MMLOEW"
"49","NFL GIANT $10 Double UpGIANT $10 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$10.00","5,674","$50,000$50k","$20.00",167.94,262.02,"peterquinn"
"50","NFL $50K Hail Mary$50K Hail Mary (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$12.00","4,775","$50,000$50k","$5,000.00",181.78,274.22,"wally1278"
"51","NFL $50K Flea Flicker$50K Flea Flicker (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$5.00","11,500","$50,000$50k","$5,000.00",179.94,274.22,"wally1278"
"52","NFL $50K Game Changer$50K Game Changer (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$1,060.00","48","$50,000$50k","$15,000.00",202.7,251.7,"SamENole"
"53","NFL $50K First Down$50K First Down (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$1.00","57,500","$50,000$50k","$3,000.00",176.12,280.84,"pahayward"
"54","NFL MASSIVE $50 Double UpMASSIVE $50 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$50.00","896","$40,000$40k","$100.00",167.08,245.1,"hicksville"
"55","NFL $40K Hot Route$40K Hot Route (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$100.00","444","$40,000$40k","$7,000.00",185.08,257.58,"maxdalury"
"56","NFL $40K Chop Block$40K Chop Block (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$50.00","889","$40,000$40k","$4,000.00",181.12,257.58,"maxdalury"
"57","NFL $35K Safety$35K Safety (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$2.00","20,125","$35,000$35k","$5,000.00",178.22,276.4,"dbladblu"
"58","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$250.00","113","$25,000$25k","$500.00",172.72,257.58,"maxdalury"
"59","NFL GIANT $2 Double UpGIANT $2 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$2.00","14,187","$25,000$25k","$4.00",168.22,281.64,"bettybear"
"60","NFL GIANT $100 Double UpGIANT $100 Double Up (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$100.00","277","$25,000$25k","$200.00",165.7,274.52,"pittpanther2002"
"61","NFL $25K Hitch & Go$25K Hitch & Go (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$7.00","4,107","$25,000$25k","$2,000.00",179.22,274.22,"wally1278"
"62","NFL $25K Quarter Arcade$25K Quarter Arcade (9/24/2015 8:25:00 PM)","9/24/2015 8:25:00 PM","$0.25","117,500","$25,000$25k","$2,000.00",175.76,280.84,"pahayward"
